id	type	contextId	activityId	entityType	entityId
1065	Victim	1009	1032	Person	1025
1070	Witness	1010	1035	Person	1027
1079	Offender	1010	1039	Association	1000
1078	Offender	1010	1039	Person	1022
1073	Suspect	1010	1037	Person	1028
1077	Suspect	1010	1038	Person	1024
1074	Offender	1010	1037	Person	1012
1076	Witness	1010	1038	Person	1030
1080	Offender	1010	1039	Person	1029
1072	Suspect	1010	1037	Person	1021
1075	Offender	1010	1038	Association	1000
1071	Offender	1010	1036	Person	1005
1083	Suspect	1011	1041	Person	1033
1092	Victim	1011	1046	Person	1037
1093	Suspect	1011	1046	Person	1001
1088	Witness	1011	1044	Person	1005
1091	Suspect	1011	1046	Person	1036
1081	Victim	1011	1040	Person	1022
1089	Offender	1011	1045	Person	1031
1085	Witness	1011	1042	Person	1034
1090	Offender	1011	1045	Person	1035
1082	Suspect	1011	1040	Person	1032
1086	Offender	1011	1042	Person	1004
1084	Victim	1011	1042	Person	1015
1087	Offender	1011	1043	Person	1020
1098	Suspect	1012	1049	Person	1013
1099	Witness	1012	1050	Person	1021
1094	Offender	1012	1047	Person	1038
1096	Suspect	1012	1048	Person	1040
1105	Victim	1012	1053	Person	1014
1104	Offender	1012	1052	Person	1042
1097	Suspect	1012	1048	Person	1033
1100	Offender	1012	1050	Person	1039
1095	Victim	1012	1047	Person	1039
1101	Witness	1012	1051	Person	1015
1102	Witness	1012	1051	Person	1041
1103	Victim	1012	1051	Person	1031
1110	Victim	1013	1056	Person	1017
1108	Offender	1013	1054	Person	1034
1111	Witness	1013	1056	Person	1044
1115	Offender	1013	1059	Person	1045
1107	Offender	1013	1054	Person	1043
1109	Victim	1013	1055	Person	1033
1113	Suspect	1013	1057	Person	1010
1112	Victim	1013	1056	Person	1026
1114	Offender	1013	1058	Association	1000
1106	Offender	1013	1054	Person	1026
1122	Offender	1014	1063	Person	1023
1120	Offender	1014	1062	Person	1048
1130	Witness	1014	1067	Person	1051
1118	Victim	1014	1061	Person	1011
1119	Offender	1014	1062	Person	1047
1125	Victim	1014	1065	Person	1037
1116	Witness	1014	1060	Person	1008
1129	Victim	1014	1067	Person	1041
1127	Witness	1014	1066	Person	1028
1124	Offender	1014	1064	Person	1038
1117	Suspect	1014	1061	Person	1046
1123	Witness	1014	1064	Person	1050
1131	Offender	1014	1067	Person	1025
1121	Victim	1014	1062	Person	1049
1126	Offender	1014	1065	Person	1016
1128	Witness	1014	1066	Person	1051
1144	Victim	1015	1075	Person	1013
1142	Suspect	1015	1073	Person	1052
1137	Offender	1015	1071	Person	1017
1139	Suspect	1015	1072	Person	1055
1134	Victim	1015	1069	Association	1000
1132	Suspect	1015	1068	Person	1052
1138	Victim	1015	1071	Person	1032
1143	Suspect	1015	1074	Person	1010
1135	Witness	1015	1069	Person	1041
1140	Offender	1015	1072	Person	1056
1133	Witness	1015	1068	Person	1053
1141	Witness	1015	1073	Person	1057
1136	Victim	1015	1070	Person	1023
1153	Suspect	1016	1078	Person	1048
1157	Victim	1016	1081	Person	1058
1152	Victim	1016	1078	Person	1064
1159	Suspect	1016	1082	Person	1059
1145	Victim	1016	1076	Person	1058
1151	Witness	1016	1078	Person	1051
1154	Offender	1016	1079	Person	1043
1148	Witness	1016	1077	Person	1061
1160	Offender	1016	1082	Person	1043
1150	Suspect	1016	1077	Person	1063
1147	Victim	1016	1076	Person	1060
1149	Witness	1016	1077	Person	1062
1155	Suspect	1016	1079	Association	1001
1146	Victim	1016	1076	Person	1059
1158	Victim	1016	1082	Person	1066
1156	Victim	1016	1080	Person	1065
1164	Victim	1017	1084	Person	1068
1165	Suspect	1017	1085	Person	1037
1169	Victim	1017	1086	Person	1070
1163	Witness	1017	1084	Person	1067
1170	Suspect	1017	1086	Person	1019
1168	Witness	1017	1086	Person	1057
1162	Witness	1017	1084	Person	1048
1167	Offender	1017	1085	Person	1056
1161	Suspect	1017	1083	Person	1012
1166	Victim	1017	1085	Person	1069
1173	Victim	1018	1087	Person	1007
1179	Victim	1018	1090	Person	1059
1172	Suspect	1018	1087	Person	1061
1178	Witness	1018	1090	Person	1072
1184	Offender	1018	1093	Person	1050
1175	Victim	1018	1088	Person	1071
1177	Suspect	1018	1089	Person	1070
1180	Offender	1018	1091	Person	1011
1182	Witness	1018	1092	Person	1074
1183	Victim	1018	1092	Person	1055
1174	Witness	1018	1088	Person	1058
1186	Victim	1018	1093	Person	1067
1181	Offender	1018	1092	Person	1073
1171	Witness	1018	1087	Person	1052
1185	Witness	1018	1093	Person	1053
1176	Suspect	1018	1089	Person	1056
1189	Offender	1019	1094	Person	1018
1190	Offender	1019	1095	Person	1076
1187	Offender	1019	1094	Person	1063
1191	Victim	1019	1095	Person	1077
1194	Suspect	1019	1096	Person	1041
1188	Suspect	1019	1094	Person	1075
1192	Witness	1019	1095	Person	1064
1193	Victim	1019	1096	Person	1078
1203	Suspect	1020	1100	Person	1050
1197	Suspect	1020	1098	Person	1071
1196	Offender	1020	1097	Person	1009
1195	Suspect	1020	1097	Person	1016
1198	Suspect	1020	1098	Person	1079
1201	Witness	1020	1100	Person	1039
1199	Witness	1020	1098	Person	1002
1202	Suspect	1020	1100	Person	1082
1200	Victim	1020	1099	Association	1001
1207	Witness	1021	1103	Person	1079
1209	Victim	1021	1103	Person	1048
1204	Suspect	1021	1101	Person	1030
1206	Witness	1021	1102	Person	1005
1205	Offender	1021	1102	Person	1083
1208	Offender	1021	1103	Person	1038
1212	Victim	1022	1104	Person	1085
1213	Witness	1022	1105	Person	1086
1214	Victim	1022	1105	Person	1064
1211	Suspect	1022	1104	Person	1084
1215	Witness	1022	1105	Person	1010
1210	Suspect	1022	1104	Person	1051
1221	Witness	1023	1108	Person	1077
1216	Offender	1023	1106	Person	1044
1220	Suspect	1023	1107	Person	1022
1219	Victim	1023	1107	Person	1079
1217	Offender	1023	1106	Person	1039
1218	Offender	1023	1106	Association	1000
1222	Victim	1023	1108	Person	1087
1223	Offender	1023	1109	Person	1062
1230	Suspect	1024	1112	Person	1062
1231	Offender	1024	1112	Person	1069
1224	Witness	1024	1110	Person	1088
1226	Victim	1024	1110	Person	1090
1228	Victim	1024	1111	Person	1042
1227	Witness	1024	1111	Person	1091
1225	Offender	1024	1110	Person	1089
1229	Victim	1024	1112	Person	1084
1234	Witness	1025	1115	Person	1055
1236	Suspect	1025	1116	Person	1092
1239	Witness	1025	1117	Person	1094
1233	Victim	1025	1114	Person	1016
1235	Witness	1025	1116	Person	1043
1238	Suspect	1025	1117	Person	1048
1237	Victim	1025	1116	Person	1093
1232	Offender	1025	1113	Person	1091
1240	Witness	1026	1118	Person	1095
1242	Suspect	1026	1118	Association	1000
1241	Suspect	1026	1118	Person	1058
1247	Suspect	1027	1120	Person	1099
1250	Witness	1027	1122	Association	1000
1252	Offender	1027	1123	Person	1030
1251	Victim	1027	1122	Person	1010
1249	Victim	1027	1121	Person	1100
1245	Witness	1027	1120	Person	1092
1246	Witness	1027	1120	Person	1051
1248	Suspect	1027	1121	Person	1052
1243	Witness	1027	1119	Association	1000
1244	Witness	1027	1119	Person	1098
1253	Victim	1027	1123	Person	1072
1254	Suspect	1028	1124	Person	1087
1261	Suspect	1028	1129	Person	1040
1257	Victim	1028	1126	Person	1103
1259	Witness	1028	1127	Person	1015
1260	Offender	1028	1128	Person	1088
1262	Witness	1028	1130	Person	1039
1255	Witness	1028	1125	Person	1002
1258	Suspect	1028	1126	Person	1026
1263	Victim	1028	1130	Person	1093
1256	Suspect	1028	1125	Person	1088
1269	Suspect	1029	1134	Person	1105
1278	Offender	1029	1137	Person	1110
1271	Suspect	1029	1135	Person	1106
1276	Offender	1029	1136	Person	1108
1264	Witness	1029	1131	Person	1086
1265	Offender	1029	1132	Person	1003
1270	Victim	1029	1134	Person	1082
1266	Witness	1029	1132	Association	1001
1272	Witness	1029	1135	Person	1107
1279	Witness	1029	1138	Person	1075
1268	Witness	1029	1133	Person	1038
1267	Witness	1029	1132	Person	1104
1273	Offender	1029	1135	Person	1060
1274	Victim	1029	1136	Person	1078
1277	Victim	1029	1137	Person	1109
1275	Witness	1029	1136	Person	1063
1284	Suspect	1030	1140	Person	1103
1281	Offender	1030	1139	Person	1112
1280	Victim	1030	1139	Person	1111
1283	Suspect	1030	1140	Person	1034
1282	Victim	1030	1139	Person	1042
1285	Suspect	1030	1141	Person	1012
1286	Victim	1031	1142	Person	1016
1288	Offender	1031	1142	Person	1096
1287	Victim	1031	1142	Person	1033
1291	Suspect	1032	1143	Person	1113
1289	Victim	1032	1143	Person	1041
1290	Witness	1032	1143	Person	1055
1305	Suspect	1033	1150	Person	1027
1297	Witness	1033	1146	Person	1004
1302	Suspect	1033	1149	Person	1108
1293	Victim	1033	1144	Person	1114
1306	Suspect	1033	1151	Person	1123
1307	Offender	1033	1151	Person	1124
1300	Witness	1033	1148	Person	1117
1304	Witness	1033	1150	Association	1000
1295	Offender	1033	1145	Person	1057
1303	Witness	1033	1150	Person	1118
1292	Victim	1033	1144	Person	1110
1299	Witness	1033	1147	Person	1116
1296	Witness	1033	1145	Person	1060
1294	Offender	1033	1145	Person	1064
1298	Victim	1033	1147	Person	1115
1301	Offender	1033	1149	Person	1014
1308	Suspect	1033	1151	Person	1125
1313	Offender	1034	1155	Person	1127
1311	Witness	1034	1154	Person	1125
1312	Witness	1034	1154	Person	1044
1314	Offender	1034	1155	Person	1026
1315	Victim	1034	1155	Person	1128
1309	Suspect	1034	1152	Person	1126
1310	Offender	1034	1153	Person	1002
1316	Victim	1034	1156	Association	1001
1320	Offender	1035	1159	Person	1130
1328	Victim	1035	1161	Person	1135
1317	Witness	1035	1157	Person	1129
1326	Witness	1035	1161	Person	1087
1329	Victim	1035	1162	Person	1136
1319	Victim	1035	1158	Person	1130
1327	Offender	1035	1161	Person	1051
1321	Witness	1035	1159	Person	1131
1325	Witness	1035	1160	Person	1066
1323	Witness	1035	1160	Person	1133
1330	Witness	1035	1162	Person	1137
1324	Suspect	1035	1160	Person	1134
1322	Suspect	1035	1159	Person	1132
1318	Suspect	1035	1158	Person	1030
1335	Offender	1036	1165	Person	1081
1338	Victim	1036	1166	Person	1140
1333	Victim	1036	1164	Person	1085
1340	Suspect	1036	1167	Person	1073
1337	Offender	1036	1165	Person	1008
1341	Witness	1036	1167	Person	1001
1332	Witness	1036	1164	Person	1129
1339	Victim	1036	1166	Person	1125
1331	Witness	1036	1163	Person	1119
1336	Witness	1036	1165	Person	1011
1334	Witness	1036	1164	Association	1000
1342	Victim	1037	1168	Person	1141
1343	Victim	1037	1168	Association	1001
1358	Suspect	1038	1176	Person	1087
1355	Victim	1038	1174	Person	1049
1347	Victim	1038	1170	Person	1144
1348	Offender	1038	1171	Person	1007
1345	Witness	1038	1169	Person	1117
1353	Offender	1038	1173	Person	1038
1354	Offender	1038	1174	Person	1056
1344	Offender	1038	1169	Person	1143
1356	Victim	1038	1174	Person	1146
1349	Offender	1038	1172	Person	1106
1359	Offender	1038	1176	Person	1148
1346	Victim	1038	1169	Person	1042
1352	Victim	1038	1173	Person	1145
1357	Victim	1038	1175	Person	1147
1350	Offender	1038	1172	Person	1017
1351	Offender	1038	1172	Person	1144
1365	Victim	1039	1179	Person	1100
1363	Witness	1039	1178	Person	1151
1360	Victim	1039	1177	Person	1149
1366	Offender	1039	1179	Person	1019
1362	Suspect	1039	1177	Person	1036
1367	Victim	1039	1179	Person	1144
1361	Witness	1039	1177	Person	1150
1364	Witness	1039	1178	Person	1042
1369	Witness	1040	1181	Person	1153
1368	Victim	1040	1180	Person	1152
1378	Witness	1040	1186	Person	1099
1376	Witness	1040	1186	Person	1091
1374	Witness	1040	1185	Person	1061
1372	Offender	1040	1183	Person	1154
1375	Victim	1040	1185	Association	1001
1371	Offender	1040	1183	Person	1102
1373	Witness	1040	1184	Person	1155
1370	Offender	1040	1182	Person	1030
1377	Suspect	1040	1186	Person	1118
1379	Offender	1041	1187	Person	1158
1380	Offender	1041	1188	Person	1159
1383	Witness	1041	1190	Person	1116
1385	Suspect	1041	1191	Person	1161
1387	Victim	1041	1191	Person	1019
1386	Suspect	1041	1191	Person	1162
1381	Witness	1041	1189	Person	1160
1384	Offender	1041	1190	Person	1143
1382	Witness	1041	1190	Person	1129
1392	Suspect	1042	1194	Person	1030
1393	Victim	1042	1195	Person	1089
1388	Offender	1042	1192	Person	1138
1390	Victim	1042	1193	Person	1146
1389	Offender	1042	1193	Person	1136
1391	Victim	1042	1193	Person	1163
1396	Suspect	1042	1196	Person	1159
1394	Witness	1042	1195	Person	1007
1395	Victim	1042	1195	Person	1164
1402	Witness	1043	1199	Person	1021
1403	Suspect	1043	1199	Person	1167
1400	Offender	1043	1198	Association	1000
1399	Offender	1043	1197	Person	1083
1398	Offender	1043	1197	Person	1065
1397	Witness	1043	1197	Person	1113
1401	Witness	1043	1198	Person	1166
1404	Offender	1043	1199	Person	1065
1405	Victim	1044	1200	Association	1001
1408	Witness	1045	1203	Person	1169
1411	Suspect	1045	1204	Person	1048
1406	Victim	1045	1201	Person	1090
1410	Offender	1045	1204	Person	1170
1409	Witness	1045	1203	Person	1099
1407	Victim	1045	1202	Person	1015
1418	Victim	1046	1207	Person	1103
1414	Offender	1046	1206	Person	1088
1419	Offender	1046	1208	Person	1171
1412	Suspect	1046	1205	Person	1051
1424	Suspect	1046	1211	Person	1172
1417	Offender	1046	1207	Person	1100
1422	Witness	1046	1211	Person	1067
1413	Suspect	1046	1206	Person	1014
1423	Offender	1046	1211	Person	1152
1416	Offender	1046	1207	Person	1045
1420	Suspect	1046	1209	Person	1007
1415	Offender	1046	1206	Person	1020
1421	Offender	1046	1210	Person	1162
1425	Victim	1047	1212	Association	1001
1434	Suspect	1047	1216	Person	1179
1428	Witness	1047	1214	Association	1001
1433	Victim	1047	1216	Person	1046
1430	Suspect	1047	1214	Person	1177
1429	Witness	1047	1214	Person	1012
1436	Witness	1047	1217	Person	1137
1435	Victim	1047	1217	Person	1061
1426	Victim	1047	1213	Person	1019
1431	Suspect	1047	1215	Person	1178
1427	Witness	1047	1213	Person	1175
1437	Suspect	1047	1217	Person	1180
1432	Witness	1047	1216	Person	1119
1438	Witness	1048	1218	Person	1052
1440	Witness	1048	1219	Person	1182
1439	Offender	1048	1218	Person	1181
1446	Suspect	1049	1223	Person	1110
1448	Suspect	1049	1224	Person	1044
1441	Witness	1049	1220	Person	1183
1444	Offender	1049	1221	Person	1122
1454	Suspect	1049	1227	Person	1055
1445	Victim	1049	1222	Person	1184
1455	Suspect	1049	1227	Person	1178
1443	Victim	1049	1221	Person	1110
1450	Witness	1049	1225	Person	1185
1452	Victim	1049	1226	Person	1161
1449	Offender	1049	1224	Person	1121
1456	Victim	1049	1227	Person	1124
1453	Offender	1049	1226	Person	1186
1442	Offender	1049	1220	Person	1002
1447	Offender	1049	1223	Person	1123
1451	Suspect	1049	1226	Person	1023
1457	Suspect	1050	1228	Person	1187
1466	Suspect	1050	1233	Person	1132
1458	Victim	1050	1228	Person	1047
1461	Offender	1050	1231	Person	1119
1467	Witness	1050	1234	Person	1191
1468	Witness	1050	1234	Person	1192
1462	Victim	1050	1231	Person	1157
1470	Suspect	1050	1235	Person	1193
1463	Offender	1050	1232	Association	1000
1469	Suspect	1050	1234	Person	1042
1460	Witness	1050	1230	Person	1189
1464	Victim	1050	1233	Person	1137
1465	Suspect	1050	1233	Person	1190
1459	Victim	1050	1229	Person	1188
1475	Suspect	1051	1238	Person	1090
1476	Witness	1051	1238	Person	1196
1474	Witness	1051	1237	Person	1120
1473	Witness	1051	1237	Person	1195
1477	Offender	1051	1238	Person	1081
1471	Victim	1051	1236	Person	1135
1472	Victim	1051	1237	Person	1194
1479	Suspect	1052	1239	Association	1000
1478	Suspect	1052	1239	Person	1074
1480	Suspect	1052	1239	Person	1033
1482	Suspect	1053	1240	Person	1103
1483	Victim	1053	1240	Person	1004
1481	Offender	1053	1240	Person	1101
1484	Witness	1053	1241	Person	1144
1485	Victim	1053	1241	Person	1200
1500	Witness	1054	1249	Person	1205
1487	Witness	1054	1242	Person	1088
1501	Victim	1054	1249	Person	1124
1499	Victim	1054	1248	Person	1173
1491	Offender	1054	1243	Person	1183
1490	Witness	1054	1243	Person	1037
1486	Offender	1054	1242	Person	1201
1488	Witness	1054	1242	Person	1202
1489	Victim	1054	1243	Person	1203
1495	Witness	1054	1246	Person	1122
1496	Witness	1054	1246	Person	1204
1498	Witness	1054	1247	Person	1078
1492	Offender	1054	1244	Person	1194
1494	Suspect	1054	1245	Person	1170
1497	Witness	1054	1247	Association	1000
1493	Witness	1054	1245	Association	1001
1509	Offender	1055	1253	Person	1103
1503	Suspect	1055	1250	Person	1206
1515	Offender	1055	1256	Person	1039
1506	Offender	1055	1251	Person	1117
1508	Witness	1055	1252	Person	1184
1516	Victim	1055	1256	Association	1002
1505	Victim	1055	1251	Person	1027
1507	Offender	1055	1252	Association	1000
1513	Witness	1055	1254	Person	1216
1517	Suspect	1055	1257	Person	1217
1512	Victim	1055	1254	Person	1208
1502	Suspect	1055	1250	Person	1007
1511	Offender	1055	1254	Association	1000
1504	Offender	1055	1251	Person	1207
1510	Witness	1055	1253	Person	1214
1514	Witness	1055	1255	Person	1142
1518	Witness	1056	1258	Person	1019
1521	Offender	1056	1259	Person	1076
1520	Suspect	1056	1258	Person	1218
1522	Suspect	1056	1259	Person	1219
1519	Offender	1056	1258	Person	1125
1525	Offender	1057	1261	Person	1005
1527	Offender	1057	1262	Person	1071
1526	Offender	1057	1261	Person	1076
1524	Victim	1057	1261	Person	1220
1523	Offender	1057	1260	Person	1205
1530	Victim	1058	1263	Person	1171
1528	Suspect	1058	1263	Person	1107
1529	Offender	1058	1263	Person	1221
1535	Witness	1059	1266	Person	1222
1534	Offender	1059	1266	Person	1165
1533	Offender	1059	1266	Person	1213
1531	Suspect	1059	1264	Person	1222
1532	Witness	1059	1265	Person	1117
1537	Offender	1060	1268	Person	1032
1541	Witness	1060	1269	Person	1101
1542	Victim	1060	1269	Person	1159
1539	Witness	1060	1268	Person	1034
1540	Suspect	1060	1269	Association	1002
1536	Victim	1060	1267	Person	1223
1538	Suspect	1060	1268	Person	1000
1545	Victim	1061	1271	Person	1012
1546	Witness	1061	1271	Person	1034
1543	Victim	1061	1270	Person	1143
1548	Offender	1061	1272	Person	1227
1547	Witness	1061	1272	Person	1226
1544	Witness	1061	1270	Person	1225
1551	Offender	1062	1273	Person	1212
1549	Suspect	1062	1273	Person	1228
1550	Offender	1062	1273	Person	1152
1552	Victim	1063	1274	Person	1229
1553	Suspect	1063	1274	Association	1002
1557	Offender	1063	1277	Person	1042
1559	Victim	1063	1277	Person	1031
1555	Victim	1063	1275	Person	1232
1560	Victim	1063	1278	Person	1234
1554	Victim	1063	1274	Person	1019
1556	Suspect	1063	1276	Association	1000
1558	Witness	1063	1277	Person	1076
1562	Offender	1064	1279	Person	1022
1563	Offender	1064	1279	Person	1167
1567	Offender	1064	1281	Person	1126
1561	Victim	1064	1279	Person	1235
1564	Suspect	1064	1280	Person	1236
1565	Suspect	1064	1281	Association	1002
1566	Offender	1064	1281	Person	1144
1582	Offender	1065	1288	Person	1247
1585	Suspect	1065	1289	Association	1002
1578	Victim	1065	1287	Person	1220
1575	Witness	1065	1286	Association	1002
1579	Victim	1065	1287	Person	1244
1580	Witness	1065	1287	Person	1245
1574	Victim	1065	1285	Person	1240
1568	Victim	1065	1282	Person	1054
1572	Victim	1065	1284	Person	1177
1571	Witness	1065	1284	Person	1115
1570	Witness	1065	1283	Person	1041
1583	Victim	1065	1288	Person	1248
1573	Suspect	1065	1284	Person	1135
1576	Suspect	1065	1286	Person	1243
1584	Victim	1065	1289	Person	1115
1569	Suspect	1065	1282	Association	1002
1581	Victim	1065	1288	Person	1246
1577	Offender	1065	1286	Person	1009
1586	Victim	1066	1290	Person	1108
1589	Witness	1066	1291	Person	1251
1588	Suspect	1066	1290	Person	1250
1587	Suspect	1066	1290	Person	1249
1590	Suspect	1067	1292	Person	1058
1591	Offender	1067	1292	Person	1252
1592	Victim	1067	1293	Person	1087
1609	Victim	1068	1301	Person	1237
1600	Witness	1068	1297	Person	1065
1608	Victim	1068	1301	Person	1258
1597	Suspect	1068	1296	Person	1212
1594	Suspect	1068	1295	Person	1248
1604	Victim	1068	1300	Person	1038
1605	Offender	1068	1300	Person	1256
1606	Suspect	1068	1300	Person	1257
1596	Victim	1068	1295	Person	1173
1595	Suspect	1068	1295	Person	1220
1599	Suspect	1068	1297	Person	1254
1593	Victim	1068	1294	Person	1253
1598	Offender	1068	1297	Person	1216
1602	Witness	1068	1298	Person	1255
1603	Suspect	1068	1299	Person	1204
1607	Victim	1068	1301	Person	1218
1601	Offender	1068	1298	Person	1121
1613	Victim	1069	1303	Person	1049
1614	Offender	1069	1304	Person	1261
1611	Witness	1069	1302	Person	1260
1615	Offender	1069	1304	Person	1202
1612	Witness	1069	1303	Person	1218
1610	Suspect	1069	1302	Person	1259
1616	Victim	1070	1305	Person	1262
1617	Offender	1070	1305	Person	1263
1618	Suspect	1070	1305	Person	1021
1622	Suspect	1071	1307	Person	1265
1625	Suspect	1071	1308	Association	1002
1620	Victim	1071	1306	Person	1006
1623	Offender	1071	1308	Person	1266
1626	Victim	1071	1309	Person	1267
1621	Witness	1071	1307	Person	1069
1624	Witness	1071	1308	Person	1142
1619	Suspect	1071	1306	Person	1264
1627	Suspect	1071	1310	Person	1268
1628	Offender	1071	1311	Person	1142
1630	Victim	1072	1312	Person	1225
1631	Offender	1072	1312	Person	1270
1632	Victim	1072	1313	Person	1104
1633	Offender	1072	1313	Person	1271
1629	Offender	1072	1312	Person	1269
1636	Witness	1073	1315	Person	1273
1635	Victim	1073	1314	Person	1272
1634	Witness	1073	1314	Person	1057
1644	Witness	1074	1318	Person	1134
1648	Victim	1074	1321	Person	1147
1649	Victim	1074	1322	Person	1279
1650	Witness	1074	1322	Association	1003
1651	Witness	1074	1323	Person	1280
1640	Offender	1074	1317	Association	1001
1647	Victim	1074	1321	Person	1278
1637	Witness	1074	1316	Person	1274
1646	Suspect	1074	1320	Person	1277
1639	Witness	1074	1316	Person	1222
1642	Suspect	1074	1317	Person	1072
1638	Suspect	1074	1316	Person	1260
1641	Victim	1074	1317	Association	1001
1643	Suspect	1074	1318	Person	1067
1645	Offender	1074	1319	Person	1146
1652	Suspect	1075	1324	Person	1228
1653	Witness	1075	1325	Person	1281
1656	Suspect	1075	1326	Person	1194
1654	Suspect	1075	1325	Person	1033
1655	Suspect	1075	1325	Person	1282
1671	Offender	1076	1333	Person	1085
1660	Witness	1076	1328	Person	1098
1676	Victim	1076	1334	Person	1290
1657	Victim	1076	1327	Association	1001
1674	Offender	1076	1334	Person	1061
1661	Offender	1076	1329	Person	1233
1663	Witness	1076	1329	Person	1287
1667	Victim	1076	1331	Association	1000
1672	Suspect	1076	1333	Person	1274
1665	Offender	1076	1330	Person	1002
1668	Suspect	1076	1331	Person	1029
1669	Offender	1076	1331	Person	1063
1664	Victim	1076	1330	Person	1288
1662	Witness	1076	1329	Person	1143
1659	Witness	1076	1328	Person	1242
1675	Suspect	1076	1334	Person	1173
1670	Witness	1076	1332	Person	1172
1666	Witness	1076	1330	Person	1289
1658	Offender	1076	1328	Person	1168
1673	Offender	1076	1333	Person	1124
1677	Suspect	1077	1335	Person	1291
1678	Suspect	1077	1335	Person	1128
1681	Witness	1077	1336	Association	1003
1685	Witness	1077	1338	Person	1196
1679	Suspect	1077	1335	Person	1221
1687	Victim	1077	1338	Person	1167
1682	Victim	1077	1337	Person	1294
1683	Victim	1077	1337	Person	1112
1684	Offender	1077	1337	Person	1215
1680	Offender	1077	1336	Person	1292
1686	Suspect	1077	1338	Person	1248
1688	Victim	1078	1339	Person	1236
1689	Offender	1078	1339	Person	1128
1690	Suspect	1078	1339	Person	1052
1701	Victim	1079	1344	Person	1025
1694	Witness	1079	1341	Person	1248
1693	Suspect	1079	1340	Person	1296
1697	Offender	1079	1342	Person	1037
1699	Offender	1079	1343	Association	1000
1692	Suspect	1079	1340	Person	1295
1706	Suspect	1079	1345	Person	1067
1700	Victim	1079	1343	Person	1179
1691	Witness	1079	1340	Person	1284
1705	Victim	1079	1345	Person	1268
1695	Witness	1079	1341	Person	1261
1702	Offender	1079	1344	Person	1044
1707	Victim	1079	1346	Person	1102
1696	Witness	1079	1341	Person	1052
1703	Offender	1079	1344	Person	1260
1704	Offender	1079	1345	Person	1133
1698	Suspect	1079	1342	Person	1102
1715	Victim	1080	1350	Person	1300
1710	Offender	1080	1348	Person	1000
1711	Witness	1080	1348	Person	1299
1712	Witness	1080	1349	Person	1163
1709	Offender	1080	1347	Person	1054
1713	Suspect	1080	1349	Person	1033
1708	Suspect	1080	1347	Person	1003
1714	Suspect	1080	1349	Person	1123
1719	Suspect	1081	1352	Person	1082
1721	Offender	1081	1352	Person	1275
1717	Victim	1081	1351	Association	1001
1718	Suspect	1081	1351	Person	1165
1716	Offender	1081	1351	Person	1128
1720	Witness	1081	1352	Person	1288
1733	Victim	1082	1358	Person	1308
1725	Witness	1082	1355	Person	1093
1730	Offender	1082	1357	Person	1307
