id	contextId	type	date
1117	1025	Forensic	2004-05-27
1116	1025	Research	2002-11-05
1118	1026	Observation	2005-07-28
1123	1027	Interview	2000-03-09
1120	1027	Observation	2000-09-25
1122	1027	Interview	1999-10-31
1119	1027	Observation	1999-08-26
1121	1027	Interview	2001-01-18
1129	1028	Interview	2016-01-20
1127	1028	Observation	2014-10-22
1124	1028	Interview	2016-05-01
1128	1028	Research	2015-08-15
1125	1028	Observation	2014-12-12
1130	1028	Research	2014-09-17
1126	1028	Observation	2015-04-11
1132	1029	Interview	2011-07-24
1135	1029	Interview	2010-11-15
1133	1029	Interview	2011-10-10
1137	1029	Forensic	2011-11-13
1138	1029	Interview	2010-08-08
1134	1029	Interview	2011-07-24
1131	1029	Research	2010-07-22
1136	1029	Interview	2011-06-26
1141	1030	Interview	2000-03-15
1139	1030	Observation	2001-01-22
1140	1030	Forensic	1999-04-18
1142	1031	Forensic	2010-12-25
1143	1032	Forensic	2011-07-23
1145	1033	Research	2005-09-18
1151	1033	Interview	2006-12-30
1146	1033	Interview	2006-03-13
1144	1033	Observation	2007-05-27
1148	1033	Research	2005-09-09
1147	1033	Interview	2006-11-20
1150	1033	Observation	2006-12-15
1149	1033	Forensic	2006-09-04
1152	1034	Research	2005-10-24
1155	1034	Interview	2005-10-28
1156	1034	Research	2004-03-15
1154	1034	Interview	2004-09-03
1153	1034	Forensic	2005-05-02
1161	1035	Forensic	2008-05-18
1158	1035	Interview	2007-12-28
1160	1035	Observation	2007-03-17
1157	1035	Forensic	2006-10-27
1159	1035	Interview	2006-08-31
1162	1035	Interview	2007-05-18
1164	1036	Research	2003-07-18
1167	1036	Research	2003-04-14
1165	1036	Research	2003-03-07
1163	1036	Observation	2003-06-17
1166	1036	Research	2002-09-27
1168	1037	Observation	2016-08-14
1176	1038	Observation	2007-05-04
1170	1038	Research	2008-12-02
1175	1038	Observation	2007-08-29
1173	1038	Observation	2008-09-18
1169	1038	Observation	2007-06-05
1171	1038	Forensic	2008-12-03
1174	1038	Research	2008-08-20
1172	1038	Observation	2009-02-08
1178	1039	Research	2017-09-01
1177	1039	Interview	2016-12-13
1179	1039	Forensic	2018-05-10
1182	1040	Research	2018-10-19
1185	1040	Interview	2018-03-29
1186	1040	Interview	2018-01-23
1180	1040	Observation	2017-06-03
1183	1040	Observation	2017-03-22
1181	1040	Interview	2018-01-06
1184	1040	Research	2017-05-12
1191	1041	Interview	2013-07-01
1187	1041	Forensic	2012-07-29
1190	1041	Interview	2012-11-05
1188	1041	Forensic	2013-09-06
1189	1041	Interview	2014-03-24
1196	1042	Forensic	2019-05-31
1193	1042	Research	2020-03-23
1194	1042	Research	2018-09-10
1195	1042	Interview	2019-08-18
1192	1042	Forensic	2018-05-02
1197	1043	Observation	2008-02-04
1199	1043	Forensic	2006-09-19
1198	1043	Forensic	2007-09-14
1200	1044	Forensic	2009-12-28
1204	1045	Observation	2005-11-03
1201	1045	Observation	2005-03-14
1202	1045	Research	2006-01-30
1203	1045	Interview	2006-03-04
1209	1046	Interview	2012-10-20
1207	1046	Observation	2013-07-16
1211	1046	Observation	2013-11-28
1205	1046	Interview	2013-02-04
1208	1046	Interview	2013-07-31
1210	1046	Research	2012-08-10
1206	1046	Observation	2013-06-04
1214	1047	Observation	2005-09-30
1215	1047	Forensic	2006-04-23
1217	1047	Forensic	2006-05-08
1213	1047	Research	2006-01-12
1212	1047	Research	2007-07-06
1216	1047	Forensic	2006-09-07
1218	1048	Interview	2004-02-17
1219	1048	Interview	2005-07-30
1224	1049	Observation	2009-03-18
1222	1049	Forensic	2007-09-05
1225	1049	Interview	2007-08-27
1221	1049	Observation	2007-11-01
1223	1049	Observation	2008-02-21
1226	1049	Observation	2009-03-08
1227	1049	Forensic	2008-08-19
1220	1049	Research	2008-02-23
1229	1050	Research	2019-10-05
1230	1050	Research	2019-07-09
1231	1050	Interview	2018-06-19
1234	1050	Interview	2018-04-22
1232	1050	Interview	2018-03-06
1235	1050	Interview	2019-02-06
1228	1050	Research	2017-11-06
1233	1050	Observation	2018-10-03
1236	1051	Interview	2014-08-26
1238	1051	Research	2013-01-25
1237	1051	Forensic	2014-02-09
1239	1052	Research	2006-02-14
1240	1053	Forensic	2014-01-20
1241	1053	Research	2014-10-18
1247	1054	Forensic	2003-06-24
1242	1054	Observation	2001-09-27
1244	1054	Forensic	2002-06-19
1243	1054	Research	2002-01-29
1249	1054	Observation	2001-12-27
1246	1054	Observation	2003-07-16
1248	1054	Observation	2001-12-17
1245	1054	Interview	2002-01-13
1252	1055	Research	2012-09-18
1257	1055	Observation	2014-03-15
1250	1055	Research	2013-03-20
1255	1055	Forensic	2013-08-02
1256	1055	Observation	2014-08-02
1253	1055	Observation	2012-09-29
1251	1055	Research	2013-10-27
1254	1055	Observation	2013-04-07
1258	1056	Interview	2016-09-03
1259	1056	Research	2017-07-10
1262	1057	Research	2004-03-03
1260	1057	Observation	2004-01-12
1261	1057	Observation	2004-12-13
1263	1058	Forensic	2013-05-08
1266	1059	Observation	2007-09-06
1264	1059	Interview	2008-05-07
1265	1059	Research	2007-05-13
1269	1060	Observation	2013-12-29
1267	1060	Research	2012-09-03
1268	1060	Forensic	2012-11-29
1270	1061	Research	2019-01-18
1272	1061	Forensic	2018-09-27
1271	1061	Research	2017-03-15
1273	1062	Observation	2019-11-01
1277	1063	Observation	2006-03-03
1278	1063	Forensic	2005-05-09
1274	1063	Interview	2006-04-02
1275	1063	Forensic	2005-09-13
1276	1063	Research	2004-11-25
1279	1064	Observation	2010-03-31
1280	1064	Forensic	2010-12-22
1281	1064	Observation	2012-01-03
1286	1065	Forensic	2003-02-14
1288	1065	Research	2003-01-27
1285	1065	Forensic	2002-09-22
1287	1065	Interview	2003-02-18
1284	1065	Observation	2003-09-25
1282	1065	Observation	2002-11-10
1283	1065	Observation	2003-02-14
1289	1065	Interview	2004-01-07
1291	1066	Interview	2008-05-26
1290	1066	Interview	2007-04-14
1292	1067	Research	2001-12-28
1293	1067	Observation	2001-08-08
1294	1068	Research	2011-07-11
1298	1068	Observation	2011-06-30
1297	1068	Research	2012-05-26
1301	1068	Research	2011-09-22
1299	1068	Interview	2012-03-16
1300	1068	Observation	2010-11-13
1295	1068	Interview	2010-12-07
1296	1068	Interview	2011-01-30
1302	1069	Observation	2012-08-04
1303	1069	Observation	2012-05-23
1304	1069	Observation	2013-03-20
1305	1070	Observation	2007-08-21
1308	1071	Research	2005-02-20
1311	1071	Research	2003-09-13
1307	1071	Research	2003-12-03
1309	1071	Forensic	2005-01-10
1310	1071	Research	2004-12-11
1306	1071	Research	2003-06-23
1313	1072	Observation	2009-01-20
1312	1072	Forensic	2009-09-21
1314	1073	Interview	2006-05-24
1315	1073	Interview	2005-11-21
1318	1074	Interview	2002-04-23
1322	1074	Interview	2002-07-06
1320	1074	Observation	2002-05-10
1317	1074	Interview	2002-01-22
1321	1074	Interview	2001-03-18
1323	1074	Interview	2002-06-30
1319	1074	Observation	2000-12-18
1316	1074	Observation	2002-05-03
1324	1075	Research	2017-08-08
1325	1075	Forensic	2017-01-24
1326	1075	Forensic	2018-01-06
1330	1076	Observation	2000-03-23
1331	1076	Observation	2001-05-18
1332	1076	Forensic	2001-08-28
1333	1076	Forensic	1999-10-16
1334	1076	Observation	2000-06-16
1327	1076	Interview	2000-05-29
1328	1076	Observation	2000-11-12
1329	1076	Forensic	1999-12-24
1337	1077	Observation	2017-08-13
1336	1077	Interview	2018-05-23
1338	1077	Research	2018-04-15
1335	1077	Forensic	2017-11-19
1339	1078	Observation	2001-08-21
1344	1079	Observation	2018-12-31
1343	1079	Research	2019-01-11
1341	1079	Observation	2020-02-10
1340	1079	Research	2020-04-07
1346	1079	Forensic	2019-09-09
1345	1079	Forensic	2019-09-05
1342	1079	Forensic	2019-10-15
1347	1080	Interview	2007-12-16
1349	1080	Observation	2008-09-02
1348	1080	Observation	2007-08-30
1350	1080	Forensic	2008-02-06
1351	1081	Observation	2005-05-20
1352	1081	Observation	2005-04-02
1358	1082	Observation	2007-09-05
1356	1082	Forensic	2007-02-20
1353	1082	Interview	2007-11-13
1355	1082	Research	2007-11-22
1354	1082	Research	2008-02-16
1357	1082	Interview	2008-10-11
1362	1083	Research	2013-06-01
1364	1083	Observation	2013-12-11
1363	1083	Forensic	2015-02-19
1359	1083	Observation	2014-05-21
1361	1083	Interview	2014-08-06
1360	1083	Research	2013-12-01
1366	1084	Research	2005-05-17
1365	1084	Research	2004-08-30
1367	1085	Observation	2013-11-04
1368	1085	Forensic	2013-08-22
1373	1086	Forensic	2007-09-23
1372	1086	Observation	2009-02-18
1374	1086	Forensic	2007-12-12
1369	1086	Forensic	2007-05-02
1370	1086	Forensic	2008-04-06
1371	1086	Interview	2007-04-26
1376	1087	Research	2004-10-06
1375	1087	Forensic	2006-02-24
1377	1088	Interview	2001-03-13
1378	1088	Research	2000-07-27
1380	1088	Forensic	2000-07-19
1379	1088	Research	2000-01-03
1381	1089	Observation	2018-01-27
1382	1090	Forensic	2006-03-01
1383	1090	Research	2006-01-19
1384	1090	Research	2004-08-12
1385	1090	Observation	2006-02-10
1386	1090	Research	2004-06-27
1387	1091	Interview	1999-09-04
1388	1091	Research	2000-08-25
1389	1092	Observation	2006-06-22
1391	1092	Interview	2006-05-28
1390	1092	Interview	2006-10-27
1392	1093	Forensic	2010-08-20
1394	1093	Research	2011-09-20
1396	1093	Research	2010-12-06
1397	1093	Interview	2010-09-04
1393	1093	Forensic	2011-02-08
1395	1093	Observation	2010-08-13
1398	1094	Research	2003-03-22
1399	1094	Interview	2002-11-16
1400	1095	Forensic	2005-10-09
1402	1096	Research	2001-09-07
1404	1096	Forensic	2001-11-28
1406	1096	Observation	2000-08-30
1405	1096	Forensic	2000-01-11
1401	1096	Observation	2000-06-25
1407	1096	Forensic	2000-01-15
1403	1096	Interview	2000-05-05
1412	1097	Forensic	2005-05-06
1413	1097	Interview	2005-07-30
1408	1097	Observation	2005-05-24
1409	1097	Interview	2004-03-24
1411	1097	Forensic	2005-08-27
1410	1097	Interview	2003-10-09
1414	1098	Forensic	2007-11-28
1415	1099	Forensic	2002-11-10
1418	1100	Research	2004-04-22
1417	1100	Research	2005-03-14
1416	1100	Forensic	2005-09-21
1420	1101	Interview	2019-06-04
1419	1101	Research	2019-03-13
1423	1101	Interview	2019-06-10
1421	1101	Research	2018-09-13
1422	1101	Research	2019-09-18
1425	1102	Observation	2005-06-03
1424	1102	Interview	2005-02-06
1427	1103	Observation	2008-12-10
1426	1103	Forensic	2008-12-03
1428	1103	Observation	2009-12-29
1430	1104	Interview	2010-06-13
1429	1104	Research	2010-09-01
1433	1105	Interview	2018-11-27
1431	1105	Research	2019-03-07
1436	1105	Research	2019-07-07
1437	1105	Research	2020-05-20
1432	1105	Interview	2019-03-12
1435	1105	Research	2019-01-10
1434	1105	Interview	2020-05-07
1438	1105	Interview	2019-03-27
1442	1106	Observation	2002-07-20
1439	1106	Observation	2001-10-07
1444	1106	Forensic	2000-11-03
1441	1106	Forensic	2001-07-07
1440	1106	Forensic	2002-04-18
1443	1106	Interview	2001-08-31
1445	1107	Forensic	2002-02-20
1447	1107	Interview	2002-04-26
1448	1107	Research	2002-09-08
1450	1107	Research	2002-12-01
1446	1107	Observation	2002-12-27
1449	1107	Research	2002-11-02
1451	1108	Research	2012-10-01
1452	1109	Research	2016-08-29
1459	1109	Observation	2016-05-11
1454	1109	Research	2016-05-07
1455	1109	Research	2017-02-13
1457	1109	Interview	2016-07-26
1458	1109	Research	2016-05-31
1456	1109	Forensic	2016-02-02
1453	1109	Interview	2015-12-29
1460	1110	Observation	2016-02-29
1465	1110	Observation	2017-04-03
1461	1110	Research	2016-12-14
1462	1110	Observation	2017-01-15
1466	1110	Observation	2016-07-23
1464	1110	Interview	2017-08-07
1463	1110	Observation	2016-06-24
1470	1111	Forensic	2003-11-09
1468	1111	Research	2002-06-23
1469	1111	Research	2002-09-12
1467	1111	Research	2003-02-04
1472	1111	Observation	2003-04-23
1471	1111	Forensic	2003-03-24
1474	1112	Observation	2019-08-13
1475	1112	Research	2019-01-09
1473	1112	Research	2018-09-16
1476	1113	Observation	2013-08-18
1477	1113	Research	2012-04-30
1478	1113	Observation	2012-04-01
1480	1113	Research	2012-06-06
1479	1113	Interview	2012-07-28
1481	1114	Research	2001-03-04
1482	1114	Observation	1999-09-19
1486	1114	Research	2001-08-24
1483	1114	Forensic	2000-03-12
1484	1114	Observation	2001-04-29
1485	1114	Forensic	1999-10-07
1488	1114	Research	2001-01-07
1487	1114	Forensic	2001-01-05
1490	1115	Interview	2001-09-06
1491	1115	Observation	2002-05-25
1492	1115	Interview	2002-03-03
1489	1115	Observation	2001-04-24
1493	1116	Forensic	2002-08-29
1494	1116	Forensic	2004-04-15
1495	1117	Forensic	1999-10-13
1496	1117	Observation	1999-12-04
1498	1117	Interview	2000-08-01
1497	1117	Forensic	2000-06-18
1500	1118	Research	2014-02-09
1502	1118	Research	2013-05-25
1499	1118	Forensic	2014-01-08
1501	1118	Interview	2013-03-28
1505	1119	Research	2007-01-10
1508	1119	Forensic	2008-07-21
1504	1119	Observation	2008-06-23
1503	1119	Forensic	2008-01-23
1509	1119	Observation	2007-12-22
1506	1119	Observation	2007-04-01
1507	1119	Research	2007-11-16
1513	1120	Research	2010-01-28
1511	1120	Interview	2008-06-01
1514	1120	Forensic	2010-04-22
1510	1120	Interview	2009-08-01
1512	1120	Observation	2009-11-30
1518	1121	Observation	2004-10-03
1516	1121	Interview	2003-04-11
1517	1121	Observation	2004-07-26
1515	1121	Interview	2004-03-19
1519	1122	Interview	2003-02-24
1522	1123	Research	2012-05-17
1524	1123	Observation	2012-10-17
1520	1123	Observation	2011-06-10
1521	1123	Observation	2011-12-31
1523	1123	Forensic	2012-10-23
1529	1124	Forensic	2014-02-14
1526	1124	Observation	2013-07-05
1528	1124	Forensic	2013-10-28
1527	1124	Forensic	2014-05-19
1525	1124	Forensic	2014-05-16
1534	1125	Forensic	2016-04-10
1536	1125	Observation	2015-08-01
1535	1125	Forensic	2015-07-04
1533	1125	Interview	2014-09-26
1531	1125	Interview	2016-03-26
1532	1125	Research	2015-07-07
1530	1125	Observation	2014-07-27
1542	1126	Observation	2006-06-19
1537	1126	Research	2007-10-05
1538	1126	Research	2006-10-07
1539	1126	Interview	2006-12-24
1540	1126	Observation	2006-08-20
1543	1126	Interview	2006-05-26
1541	1126	Interview	2007-09-30
1544	1127	Observation	2004-12-14
1545	1127	Research	2004-12-20
1546	1128	Research	2013-10-21
1547	1128	Research	2015-01-04
1549	1128	Research	2014-12-02
1548	1128	Observation	2013-11-30
1550	1129	Interview	2011-02-14
1551	1130	Forensic	2005-02-16
1552	1130	Observation	2005-02-02
1553	1131	Research	2009-10-03
1555	1132	Interview	2011-03-13
1554	1132	Research	2011-03-16
1556	1132	Observation	2010-02-02
1557	1133	Interview	2015-03-08
1558	1133	Observation	2015-12-01
1560	1134	Forensic	2003-11-08
1559	1134	Research	2004-03-04
1561	1134	Forensic	2004-01-17
1563	1134	Forensic	2004-06-11
1562	1134	Research	2005-06-12
1564	1134	Research	2003-10-13
1565	1135	Research	2002-04-15
1566	1136	Forensic	2017-12-18
1567	1136	Forensic	2017-02-25
1568	1136	Forensic	2018-05-03
1569	1137	Observation	2003-04-27
1570	1138	Observation	2013-06-12
1571	1139	Forensic	2001-10-08
1572	1139	Interview	2000-10-22
1574	1139	Observation	2002-09-16
1575	1139	Research	2002-09-10
1573	1139	Research	2001-11-12
1576	1140	Research	2018-01-25
1580	1141	Research	2011-08-02
1578	1141	Interview	2012-04-23
1577	1141	Observation	2012-08-17
1579	1141	Forensic	2013-01-23
1582	1142	Research	2002-08-02
1583	1142	Research	2003-04-20
1584	1142	Forensic	2003-03-19
1581	1142	Interview	2003-05-29
1591	1143	Observation	2015-03-02
1588	1143	Observation	2015-03-27
1589	1143	Interview	2014-01-16
1590	1143	Forensic	2015-02-03
1586	1143	Research	2015-02-14
1587	1143	Interview	2014-08-15
1585	1143	Interview	2014-12-13
1592	1144	Forensic	2014-06-16
1593	1145	Observation	2009-02-03
1594	1145	Research	2009-05-21
1595	1146	Observation	2010-09-19
1599	1147	Forensic	2017-01-01
1600	1147	Forensic	2016-08-17
1596	1147	Interview	2016-11-08
1597	1147	Observation	2016-04-05
1598	1147	Observation	2016-05-24
1604	1148	Research	2018-08-27
1607	1148	Forensic	2019-11-07
1601	1148	Observation	2019-06-25
1603	1148	Research	2018-10-09
1605	1148	Research	2018-09-12
1602	1148	Forensic	2020-01-17
1606	1148	Forensic	2018-09-27
1608	1149	Forensic	2004-03-28
1609	1150	Observation	2000-02-19
1610	1150	Observation	2001-02-20
1614	1151	Interview	2003-08-22
1611	1151	Interview	2002-08-02
1612	1151	Interview	2002-02-04
1616	1151	Forensic	2003-06-02
1613	1151	Research	2003-10-17
1615	1151	Forensic	2003-11-13
1621	1152	Research	2014-11-03
1620	1152	Research	2014-11-06
1623	1152	Forensic	2014-08-30
1624	1152	Forensic	2013-10-04
1618	1152	Interview	2014-06-18
1617	1152	Observation	2014-03-23
1622	1152	Forensic	2013-11-23
1619	1152	Research	2014-05-06
1627	1153	Interview	2007-12-30
1631	1153	Observation	2008-05-25
1626	1153	Interview	2007-10-19
1632	1153	Forensic	2007-08-14
1628	1153	Observation	2008-07-20
1629	1153	Observation	2008-11-16
1630	1153	Forensic	2008-11-10
1625	1153	Forensic	2008-05-29
1634	1154	Forensic	2006-01-29
1635	1154	Observation	2007-04-28
1636	1154	Research	2007-02-21
1633	1154	Research	2007-03-24
1637	1155	Forensic	2006-08-21
1638	1155	Research	2007-03-22
1640	1155	Interview	2006-11-29
1639	1155	Forensic	2006-08-14
1643	1156	Forensic	2016-12-01
1644	1156	Research	2017-05-29
1641	1156	Forensic	2017-03-17
1642	1156	Observation	2017-08-31
1645	1156	Forensic	2017-03-11
1647	1157	Observation	2018-10-24
1646	1157	Research	2017-04-08
1648	1157	Research	2018-07-09
1651	1158	Interview	2001-03-24
1652	1158	Research	2001-06-27
1653	1158	Research	2001-05-05
1656	1158	Research	2001-09-23
1649	1158	Observation	2001-01-15
1650	1158	Research	2000-08-26
1655	1158	Research	2001-11-07
1654	1158	Interview	2000-05-22
1657	1159	Interview	2007-02-17
1658	1159	Forensic	2006-07-23
1663	1160	Observation	2018-06-21
1662	1160	Forensic	2019-02-17
1664	1160	Research	2018-04-10
1661	1160	Research	2018-07-09
1665	1160	Observation	2018-06-11
1659	1160	Observation	2018-10-26
1660	1160	Interview	2018-06-07
1666	1161	Interview	2014-08-30
1667	1161	Forensic	2013-09-01
1668	1162	Research	2007-10-24
1669	1162	Interview	2009-01-22
1670	1162	Observation	2008-12-14
1672	1163	Interview	2012-06-19
1674	1163	Research	2012-04-26
1677	1163	Observation	2012-09-22
1671	1163	Interview	2012-09-12
1673	1163	Research	2011-12-13
1676	1163	Interview	2011-09-27
1675	1163	Interview	2012-04-18
1680	1164	Observation	2002-03-11
1679	1164	Research	2002-08-13
1682	1164	Research	2003-04-13
1684	1164	Forensic	2002-12-07
1678	1164	Interview	2001-09-27
1681	1164	Research	2003-02-16
1683	1164	Observation	2002-04-07
1685	1164	Interview	2001-07-02
1691	1165	Observation	2008-02-19
1686	1165	Forensic	2008-12-25
1689	1165	Observation	2007-12-30
1693	1165	Observation	2008-04-01
1692	1165	Research	2008-02-28
1688	1165	Interview	2007-12-16
1687	1165	Observation	2008-01-25
1690	1165	Observation	2008-10-20
1696	1166	Research	2000-08-09
1697	1166	Interview	2000-04-28
1695	1166	Observation	2000-01-18
1694	1166	Interview	2000-08-31
1702	1167	Forensic	2017-02-23
1703	1167	Research	2018-09-14
1699	1167	Observation	2018-08-19
1700	1167	Research	2017-06-26
1701	1167	Interview	2017-03-08
1704	1167	Interview	2018-11-16
1698	1167	Interview	2018-08-18
1706	1168	Forensic	2017-04-13
1707	1168	Forensic	2017-01-06
1705	1168	Observation	2017-10-09
1709	1169	Observation	2005-09-26
1715	1169	Research	2006-05-29
1708	1169	Forensic	2006-11-07
1712	1169	Observation	2005-01-22
1710	1169	Forensic	2006-07-13
1714	1169	Research	2006-03-15
1711	1169	Observation	2005-12-14
1713	1169	Research	2005-10-13
1719	1170	Observation	2015-11-27
1717	1170	Research	2015-02-25
1720	1170	Research	2016-04-30
1716	1170	Forensic	2015-04-29
1718	1170	Forensic	2014-12-27
1725	1171	Forensic	2007-12-21
1721	1171	Interview	2007-11-16
1727	1171	Observation	2009-03-31
1722	1171	Interview	2008-01-29
1724	1171	Research	2008-06-26
1726	1171	Research	2007-12-12
1723	1171	Forensic	2007-08-02
1731	1172	Interview	2002-11-14
1729	1172	Observation	2002-07-16
1730	1172	Observation	2003-05-02
1733	1172	Interview	2001-12-18
1728	1172	Interview	2003-09-04
1732	1172	Research	2002-11-14
1738	1173	Research	2005-10-09
1735	1173	Interview	2007-02-03
1737	1173	Interview	2006-05-13
1734	1173	Research	2006-10-07
1736	1173	Observation	2006-03-21
1740	1174	Observation	2016-03-05
1741	1174	Research	2016-04-06
1739	1174	Research	2015-03-30
1743	1175	Observation	2014-02-07
1742	1175	Interview	2012-10-18
1746	1176	Research	2011-06-18
1749	1176	Observation	2011-06-25
1750	1176	Observation	2010-05-08
1744	1176	Interview	2011-07-29
1745	1176	Interview	2010-08-08
1747	1176	Forensic	2012-01-18
1748	1176	Forensic	2010-11-29
1751	1177	Interview	2009-04-02
1753	1178	Observation	2006-10-25
1755	1178	Observation	2006-09-18
1752	1178	Observation	2005-07-16
1758	1178	Forensic	2006-03-18
1757	1178	Interview	2005-10-27
1756	1178	Interview	2006-10-07
1759	1178	Interview	2005-08-11
1754	1178	Forensic	2006-03-23
1764	1179	Research	2014-12-28
1763	1179	Observation	2015-11-12
1765	1179	Observation	2015-02-13
1760	1179	Research	2016-10-22
1762	1179	Observation	2015-01-03
1761	1179	Observation	2015-06-30
1768	1180	Research	2012-05-27
1766	1180	Observation	2010-12-14
1767	1180	Observation	2011-05-04
1769	1180	Observation	2012-08-05
1770	1181	Forensic	2008-10-18
1771	1181	Observation	2009-05-05
1772	1181	Observation	2009-08-29
1773	1182	Observation	2011-05-25
1774	1182	Interview	2012-02-21
1776	1183	Interview	2017-09-22
1778	1183	Research	2017-01-22
1779	1183	Research	2016-05-27
1775	1183	Forensic	2016-02-14
1777	1183	Observation	2016-12-20
1785	1184	Interview	2019-04-11
1787	1184	Research	2020-01-19
1780	1184	Forensic	2019-06-12
1784	1184	Observation	2018-10-24
1782	1184	Interview	2018-09-13
1786	1184	Forensic	2019-07-22
1781	1184	Observation	2019-04-12
1783	1184	Interview	2019-03-15
1791	1185	Research	2000-09-20
1788	1185	Research	2001-07-01
1792	1185	Observation	2000-09-25
1790	1185	Interview	2000-01-12
1793	1185	Research	2001-08-27
1789	1185	Forensic	1999-11-01
1795	1186	Interview	2003-05-27
1797	1186	Interview	2003-12-07
1800	1186	Observation	2003-08-25
1799	1186	Research	2003-05-20
1794	1186	Forensic	2003-03-04
1798	1186	Forensic	2004-10-08
1796	1186	Interview	2003-08-26
1801	1186	Forensic	2004-03-10
1805	1187	Forensic	2018-02-10
1804	1187	Forensic	2019-03-16
1806	1187	Interview	2018-06-22
1808	1187	Interview	2019-05-07
1809	1187	Forensic	2018-11-17
1807	1187	Interview	2019-03-02
1802	1187	Research	2018-11-11
1803	1187	Observation	2019-03-07
1812	1188	Interview	2000-11-28
1813	1188	Research	2001-02-02
1816	1188	Observation	2001-07-25
1817	1188	Interview	2001-02-07
1815	1188	Forensic	2001-03-14
1810	1188	Observation	2001-04-19
1814	1188	Research	2002-01-26
1811	1188	Observation	2001-12-06
1820	1189	Research	2006-02-05
1819	1189	Observation	2006-10-06
1818	1189	Interview	2007-02-25
1823	1190	Research	2001-11-08
1821	1190	Observation	2003-04-29
1822	1190	Observation	2002-11-29
